UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Difference temperature [K],Power
336,L,297.4,308.1,1749,25.9,8,0,No Failure,10.700000000000045,45299.1
337,M,297.6,308.2,1995,20.5,10,0,No Failure,10.599999999999966,40897.5
338,L,297.6,308.3,1742,27.7,13,0,No Failure,10.699999999999989,48253.4
339,L,297.5,308.2,1563,38.2,15,0,No Failure,10.699999999999989,59706.600000000006
340,M,297.5,308.2,1713,32.2,17,0,No Failure,10.699999999999989,55158.600000000006
341,L,297.4,308.1,1474,39.4,20,0,No Failure,10.700000000000045,58075.6
342,M,297.4,308.2,1530,32.6,22,0,No Failure,10.800000000000011,49878.0
343,L,297.4,308.2,1471,46.5,25,0,No Failure,10.800000000000011,68401.5
344,L,297.5,308.3,1388,48.6,27,0,No Failure,10.800000000000011,67456.8
345,M,297.5,308.2,2448,13.8,29,0,No Failure,10.699999999999989,33782.4
346,L,297.5,308.3,1585,32.9,32,0,No Failure,10.800000000000011,52146.5
347,M,297.5,308.3,1459,45.2,34,0,No Failure,10.800000000000011,65946.8
348,L,297.5,308.3,1544,40.8,37,0,No Failure,10.800000000000011,62995.2
349,L,297.6,308.3,1617,31.7,39,0,No Failure,10.699999999999989,51258.9
350,L,297.6,308.3,1595,34.3,41,0,No Failure,10.699999999999989,54708.49999999999
351,H,297.6,308.3,1400,44.3,43,0,No Failure,10.699999999999989,62019.99999999999
352,M,297.6,308.4,1611,31.0,48,0,No Failure,10.799999999999955,49941.0
353,M,297.6,308.4,1507,46.0,51,0,No Failure,10.799999999999955,69322.0
354,H,297.5,308.3,1674,30.0,54,0,No Failure,10.800000000000011,50220.0
355,L,297.6,308.3,1658,34.3,59,0,No Failure,10.699999999999989,56869.399999999994
356,L,297.6,308.3,1623,36.9,61,0,No Failure,10.699999999999989,59888.7
357,M,297.6,308.4,1398,48.9,63,0,No Failure,10.799999999999955,68362.2
358,L,297.6,308.4,1517,34.2,66,0,No Failure,10.799999999999955,51881.4
359,M,297.6,308.3,1467,36.7,68,0,No Failure,10.699999999999989,53838.9
360,M,297.6,308.3,1567,34.6,71,0,No Failure,10.699999999999989,54218.200000000004
361,M,297.5,308.3,1521,38.2,74,0,No Failure,10.800000000000011,58102.200000000004
362,L,297.5,308.3,1596,36.8,77,0,No Failure,10.800000000000011,58732.799999999996
363,H,297.6,308.3,1640,30.9,79,0,No Failure,10.699999999999989,50676.0
364,L,297.6,308.3,1438,47.8,84,0,No Failure,10.699999999999989,68736.4
365,L,297.6,308.4,1407,55.2,86,0,No Failure,10.799999999999955,77666.40000000001
366,L,297.6,308.4,1353,57.5,88,0,No Failure,10.799999999999955,77797.5
367,M,297.6,308.5,1552,40.9,90,0,No Failure,10.899999999999977,63476.799999999996
368,M,297.6,308.4,1569,38.3,93,0,No Failure,10.799999999999955,60092.7
369,L,297.5,308.4,1489,39.5,96,0,No Failure,10.899999999999977,58815.5
370,H,297.5,308.4,1587,36.1,98,0,No Failure,10.899999999999977,57290.700000000004
371,M,297.5,308.3,1622,37.2,103,0,No Failure,10.800000000000011,60338.4
372,L,297.5,308.4,1604,38.1,106,0,No Failure,10.899999999999977,61112.4
373,M,297.4,308.3,1405,51.7,108,0,No Failure,10.900000000000034,72638.5
374,L,297.4,308.3,1412,42.0,111,0,No Failure,10.900000000000034,59304.0
375,L,297.4,308.3,1431,43.0,113,0,No Failure,10.900000000000034,61533.0
376,L,297.4,308.2,1533,37.4,115,0,No Failure,10.800000000000011,57334.2
377,M,297.4,308.2,1401,51.9,117,0,No Failure,10.800000000000011,72711.9
378,M,297.4,308.2,1424,53.9,120,0,No Failure,10.800000000000011,76753.59999999999
379,L,297.3,308.2,1754,29.4,123,0,No Failure,10.899999999999977,51567.6
380,L,297.3,308.2,1754,26.8,125,0,No Failure,10.899999999999977,47007.200000000004
381,L,297.5,308.3,2564,12.8,127,1,Power Failure,10.800000000000011,32819.200000000004
382,L,297.5,308.5,1546,40.4,129,0,No Failure,11.0,62458.399999999994
383,L,297.5,308.5,1335,48.0,131,0,No Failure,11.0,64080.0
384,M,297.5,308.6,1842,27.0,133,0,No Failure,11.100000000000023,49734.0
385,L,297.5,308.5,1712,26.8,136,0,No Failure,11.0,45881.6
386,M,297.6,308.6,1414,45.4,138,0,No Failure,11.0,64195.6
387,L,297.6,308.7,1319,50.9,141,0,No Failure,11.099999999999966,67137.09999999999
388,L,297.7,308.7,1249,60.4,143,0,No Failure,11.0,75439.59999999999
389,L,297.6,308.7,1455,48.2,145,0,No Failure,11.099999999999966,70131.0
390,M,297.6,308.7,1408,54.8,147,0,No Failure,11.099999999999966,77158.4
391,L,297.6,308.7,1460,46.7,150,0,No Failure,11.099999999999966,68182.0
392,L,297.6,308.6,1491,38.1,152,0,No Failure,11.0,56807.1
393,M,297.6,308.5,1490,43.4,154,0,No Failure,10.899999999999977,64666.0
394,M,297.5,308.4,1350,52.2,157,0,No Failure,10.899999999999977,70470.0
395,L,297.5,308.4,1528,39.9,160,0,No Failure,10.899999999999977,60967.2
396,L,297.4,308.3,1571,37.7,162,0,No Failure,10.900000000000034,59226.700000000004
397,L,297.4,308.3,1490,42.6,164,0,No Failure,10.900000000000034,63474.0
398,M,297.4,308.3,1774,28.9,166,0,No Failure,10.900000000000034,51268.6
399,H,297.4,308.3,1502,43.6,169,0,No Failure,10.900000000000034,65487.200000000004
400,L,297.4,308.4,1392,49.7,174,0,No Failure,11.0,69182.40000000001
401,L,297.4,308.5,2100,16.9,176,0,No Failure,11.100000000000023,35490.0
402,L,297.5,308.5,1722,30.4,178,0,No Failure,11.0,52348.799999999996
403,L,297.4,308.6,1678,32.3,180,0,No Failure,11.200000000000045,54199.399999999994
404,L,297.3,308.6,1273,59.8,182,0,No Failure,11.300000000000011,76125.4
405,L,297.3,308.6,1297,45.9,184,0,No Failure,11.300000000000011,59532.299999999996
406,L,297.3,308.5,1350,57.6,186,0,No Failure,11.199999999999989,77760.0
407,L,297.4,308.6,1439,51.9,188,0,No Failure,11.200000000000045,74684.09999999999
408,M,297.4,308.5,1600,42.1,190,0,No Failure,11.100000000000023,67360.0
409,M,297.4,308.6,1434,44.4,193,0,No Failure,11.200000000000045,63669.6
410,L,297.4,308.6,1459,41.3,196,0,No Failure,11.200000000000045,60256.7
411,M,297.5,308.6,1472,44.9,198,0,No Failure,11.100000000000023,66092.8
412,L,297.5,308.7,1429,44.3,201,0,No Failure,11.199999999999989,63304.7
413,L,297.5,308.6,1388,48.2,203,0,No Failure,11.100000000000023,66901.6
414,L,297.4,308.4,1573,34.5,205,0,No Failure,11.0,54268.5
415,L,297.4,308.4,1588,32.5,207,0,No Failure,11.0,51610.0
416,L,297.5,308.4,1511,42.8,209,0,No Failure,10.899999999999977,64670.799999999996
417,L,297.4,308.5,1495,37.8,211,0,No Failure,11.100000000000023,56510.99999999999
418,L,297.4,308.4,1394,50.1,213,0,No Failure,11.0,69839.40000000001
419,L,297.4,308.4,2151,17.7,0,0,No Failure,11.0,38072.7
420,M,297.3,308.3,1501,38.2,2,0,No Failure,11.0,57338.200000000004
421,M,297.3,308.3,1301,39.6,5,0,No Failure,11.0,51519.6
422,M,297.3,308.3,1657,31.1,8,0,No Failure,11.0,51532.700000000004
423,L,297.3,308.3,1333,55.2,11,0,No Failure,11.0,73581.6
424,L,297.3,308.3,1484,43.9,13,0,No Failure,11.0,65147.6
425,L,297.3,308.4,1430,45.7,15,0,No Failure,11.099999999999966,65351.00000000001
426,M,297.3,308.4,1665,28.9,17,0,No Failure,11.099999999999966,48118.5
427,L,297.4,308.5,1501,44.9,20,0,No Failure,11.100000000000023,67394.9
428,M,297.5,308.5,1496,42.2,22,0,No Failure,11.0,63131.200000000004
429,M,297.6,308.6,1595,36.9,25,0,No Failure,11.0,58855.5
430,L,297.5,308.6,1208,62.3,28,0,No Failure,11.100000000000023,75258.4
431,L,297.5,308.6,1596,37.1,30,0,No Failure,11.100000000000023,59211.600000000006
432,L,297.5,308.5,1446,41.9,32,0,No Failure,11.0,60587.4
433,M,297.6,308.5,1466,39.7,34,0,No Failure,10.899999999999977,58200.200000000004
434,M,297.6,308.5,1848,23.7,37,0,No Failure,10.899999999999977,43797.6
435,M,297.5,308.5,1484,44.7,40,0,No Failure,11.0,66334.8
436,L,297.4,308.3,1493,41.2,43,0,No Failure,10.900000000000034,61511.600000000006
437,L,297.3,308.3,1504,36.3,45,0,No Failure,11.0,54595.2
438,L,297.3,308.3,1538,38.5,47,0,No Failure,11.0,59213.0
439,L,297.4,308.4,1341,52.2,49,0,No Failure,11.0,70000.2
440,M,297.4,308.3,1535,34.6,51,0,No Failure,10.900000000000034,53111.0
441,L,297.4,308.5,1389,39.2,54,0,No Failure,11.100000000000023,54448.8
442,H,297.5,308.5,1393,46.6,56,0,No Failure,11.0,64913.8
443,L,297.4,308.5,1399,61.5,61,1,Power Failure,11.100000000000023,86038.5
444,H,297.4,308.5,1469,45.1,63,0,No Failure,11.100000000000023,66251.90000000001
445,L,297.4,308.4,1582,37.2,68,0,No Failure,11.0,58850.4
446,L,297.5,308.6,1793,26.7,70,0,No Failure,11.100000000000023,47873.1
447,L,297.5,308.6,1452,39.0,72,0,No Failure,11.100000000000023,56628.0
448,M,297.6,308.7,1376,59.9,74,0,No Failure,11.099999999999966,82422.4
449,L,297.5,308.6,1552,44.9,77,0,No Failure,11.100000000000023,69684.8
450,L,297.6,308.7,1622,37.9,79,0,No Failure,11.099999999999966,61473.799999999996
451,M,297.6,308.7,1419,41.7,81,0,No Failure,11.099999999999966,59172.3
452,H,297.5,308.6,1440,46.1,84,0,No Failure,11.100000000000023,66384.0
453,M,297.4,308.6,1643,31.0,89,0,No Failure,11.200000000000045,50933.0
454,L,297.4,308.7,1510,36.2,92,0,No Failure,11.300000000000011,54662.00000000001
455,L,297.4,308.7,1468,46.6,94,0,No Failure,11.300000000000011,68408.8
456,L,297.4,308.7,1429,57.4,96,0,No Failure,11.300000000000011,82024.59999999999
457,H,297.3,308.7,1478,47.6,98,0,No Failure,11.399999999999977,70352.8
458,L,297.4,308.6,1276,53.6,103,0,No Failure,11.200000000000045,68393.6
459,L,297.3,308.6,1486,42.6,105,0,No Failure,11.300000000000011,63303.6
460,L,297.4,308.6,1476,42.3,107,0,No Failure,11.200000000000045,62434.799999999996
461,H,297.3,308.6,1431,42.0,109,0,No Failure,11.300000000000011,60102.0
462,L,297.4,308.7,1402,40.2,114,0,No Failure,11.300000000000011,56360.4
463,L,297.4,308.7,1433,43.4,116,0,No Failure,11.300000000000011,62192.2
464,L,297.4,308.7,2874,4.2,118,1,Power Failure,11.300000000000011,12070.800000000001
465,L,297.3,308.6,1511,35.7,120,0,No Failure,11.300000000000011,53942.700000000004
466,M,297.3,308.6,1456,42.9,122,0,No Failure,11.300000000000011,62462.4
467,L,297.2,308.5,1550,41.5,125,0,No Failure,11.300000000000011,64325.0
468,L,297.2,308.5,2182,16.5,127,0,No Failure,11.300000000000011,36003.0
469,L,297.3,308.7,1619,31.6,129,0,No Failure,11.399999999999977,51160.4
470,M,297.3,308.8,1586,32.7,131,0,No Failure,11.5,51862.200000000004
471,H,297.3,308.8,1499,44.2,134,0,No Failure,11.5,66255.8
472,H,297.3,308.8,1419,42.4,139,0,No Failure,11.5,60165.6
473,M,297.4,309.0,1497,41.8,144,0,No Failure,11.600000000000023,62574.6
474,M,297.4,309.0,1520,37.0,147,0,No Failure,11.600000000000023,56240.0
475,L,297.4,309.1,1478,49.8,150,0,No Failure,11.700000000000045,73604.4
476,L,297.4,309.1,1380,41.1,152,0,No Failure,11.700000000000045,56718.0
477,L,297.4,309.0,1570,37.9,154,0,No Failure,11.600000000000023,59503.0
478,H,297.4,309.0,1468,41.4,156,0,No Failure,11.600000000000023,60775.2
479,L,297.4,309.0,1833,22.6,161,0,No Failure,11.600000000000023,41425.8
480,M,297.4,308.9,1323,57.3,163,0,No Failure,11.5,75807.9
481,L,297.4,309.0,1583,32.0,166,0,No Failure,11.600000000000023,50656.0
482,M,297.3,309.0,1556,39.5,168,0,No Failure,11.699999999999989,61462.0
483,L,297.3,309.0,1548,37.4,171,0,No Failure,11.699999999999989,57895.2
484,L,297.4,309.0,1324,56.9,173,0,No Failure,11.600000000000023,75335.59999999999
485,L,297.4,309.0,1568,33.7,175,0,No Failure,11.600000000000023,52841.600000000006
486,M,297.4,309.0,1685,30.7,177,0,No Failure,11.600000000000023,51729.5
487,M,297.4,309.1,1582,35.9,180,0,No Failure,11.700000000000045,56793.799999999996
488,M,297.4,309.1,1463,35.0,183,0,No Failure,11.700000000000045,51205.0
489,L,297.4,309.2,1584,42.8,186,0,No Failure,11.800000000000011,67795.2
490,M,297.5,309.2,1347,55.8,188,0,No Failure,11.699999999999989,75162.59999999999
491,L,297.4,309.2,1459,37.9,191,0,No Failure,11.800000000000011,55296.1
492,L,297.4,309.2,1420,45.6,193,0,No Failure,11.800000000000011,64752.0
493,L,297.5,309.3,1404,43.5,195,0,No Failure,11.800000000000011,61074.0
494,L,297.5,309.3,1470,38.8,197,0,No Failure,11.800000000000011,57035.99999999999
495,L,297.6,309.4,1326,49.8,199,0,No Failure,11.799999999999955,66034.8
496,H,297.5,309.3,1459,49.7,201,0,No Failure,11.800000000000011,72512.3
497,M,297.5,309.2,1530,40.0,206,0,No Failure,11.699999999999989,61200.0
498,L,297.4,309.0,1505,39.2,209,0,No Failure,11.600000000000023,58996.00000000001
499,L,297.5,309.1,1611,30.2,211,0,No Failure,11.600000000000023,48652.2
500,L,297.5,309.1,1515,35.1,213,0,No Failure,11.600000000000023,53176.5
501,M,297.5,309.2,1804,27.4,215,0,No Failure,11.699999999999989,49429.6
502,M,297.6,309.3,1464,46.2,218,0,No Failure,11.699999999999989,67636.8
503,L,297.6,309.2,1390,43.3,221,0,No Failure,11.599999999999966,60186.99999999999
504,M,297.6,309.2,1442,48.1,0,0,No Failure,11.599999999999966,69360.2
505,M,297.6,309.3,1529,41.9,3,0,No Failure,11.699999999999989,64065.1
506,L,297.6,309.3,1610,35.0,6,0,No Failure,11.699999999999989,56350.0
507,L,297.6,309.3,1543,34.3,8,0,No Failure,11.699999999999989,52924.899999999994
508,H,297.8,309.4,1445,48.2,10,0,No Failure,11.599999999999966,69649.0
509,L,297.7,309.3,1893,24.6,15,0,No Failure,11.600000000000023,46567.8
510,M,297.6,309.3,1415,41.3,17,0,No Failure,11.699999999999989,58439.49999999999
511,L,297.5,309.3,1564,37.5,20,0,No Failure,11.800000000000011,58650.0
512,L,297.5,309.3,1479,39.4,22,0,No Failure,11.800000000000011,58272.6
513,L,297.5,309.2,1426,44.8,24,0,No Failure,11.699999999999989,63884.799999999996
514,L,297.4,309.2,1428,38.8,26,0,No Failure,11.800000000000011,55406.399999999994
515,L,297.4,309.2,1620,33.2,28,0,No Failure,11.800000000000011,53784.00000000001
516,L,297.5,309.2,1715,28.0,30,0,No Failure,11.699999999999989,48020.0
517,L,297.5,309.3,1732,29.9,32,0,No Failure,11.800000000000011,51786.799999999996
518,M,297.5,309.4,1391,58.2,34,0,No Failure,11.899999999999977,80956.2
519,L,297.6,309.5,1924,20.6,37,0,No Failure,11.899999999999977,39634.4
520,M,297.7,309.5,2027,19.8,39,0,No Failure,11.800000000000011,40134.6
521,L,297.6,309.5,1617,36.2,42,0,No Failure,11.899999999999977,58535.4
522,L,297.5,309.4,1497,35.8,44,0,No Failure,11.899999999999977,53592.6
523,M,297.5,309.5,1448,43.7,46,0,No Failure,12.0,63277.600000000006
524,L,297.4,309.4,1401,45.9,49,0,No Failure,12.0,64305.9
525,L,297.4,309.4,1620,35.4,51,0,No Failure,12.0,57348.0
526,L,297.4,309.4,1466,45.5,53,0,No Failure,12.0,66703.0
527,L,297.6,309.5,1373,50.6,55,0,No Failure,11.899999999999977,69473.8
528,M,297.6,309.6,1592,35.8,57,0,No Failure,12.0,56993.6
529,M,297.5,309.5,1553,42.4,60,0,No Failure,12.0,65847.2
530,L,297.6,309.5,1569,36.2,63,0,No Failure,11.899999999999977,56797.8
531,M,297.6,309.5,1709,32.2,65,0,No Failure,11.899999999999977,55029.8
532,L,297.6,309.5,1549,34.9,68,0,No Failure,11.899999999999977,54060.1
533,L,297.5,309.4,1443,45.4,70,0,No Failure,11.899999999999977,65512.2
534,L,297.5,309.3,1675,29.8,72,0,No Failure,11.800000000000011,49915.0
535,L,297.5,309.3,1623,33.4,74,0,No Failure,11.800000000000011,54208.2
536,H,297.4,309.3,1365,52.4,76,0,No Failure,11.900000000000034,71526.0
537,L,297.4,309.3,1759,24.8,81,0,No Failure,11.900000000000034,43623.200000000004
538,H,297.4,309.3,1516,43.0,83,0,No Failure,11.900000000000034,65188.0
539,M,297.4,309.3,1499,36.8,88,0,No Failure,11.900000000000034,55163.2
540,M,297.4,309.3,1775,25.8,91,0,No Failure,11.900000000000034,45795.0
541,L,297.4,309.4,1473,45.5,94,0,No Failure,12.0,67021.5
542,L,297.4,309.4,1296,52.3,96,0,No Failure,12.0,67780.8
543,L,297.5,309.4,1803,24.7,98,0,No Failure,11.899999999999977,44534.1
544,H,297.5,309.3,1563,36.1,100,0,No Failure,11.800000000000011,56424.3
545,M,297.5,309.4,1831,26.6,105,0,No Failure,11.899999999999977,48704.600000000006
546,L,297.6,309.4,1958,22.1,108,0,No Failure,11.799999999999955,43271.8
547,L,297.5,309.4,1809,24.3,110,0,No Failure,11.899999999999977,43958.700000000004
548,M,297.5,309.4,1482,39.3,112,0,No Failure,11.899999999999977,58242.6
549,L,297.4,309.3,1332,53.2,115,0,No Failure,11.900000000000034,70862.40000000001
550,L,297.4,309.2,1437,40.4,117,0,No Failure,11.800000000000011,58054.799999999996
551,L,297.4,309.2,1698,29.4,119,0,No Failure,11.800000000000011,49921.2
552,L,297.4,309.2,1274,54.3,121,0,No Failure,11.800000000000011,69178.2
553,M,297.4,309.3,1622,35.0,123,0,No Failure,11.900000000000034,56770.0
554,M,297.4,309.3,1564,36.0,126,0,No Failure,11.900000000000034,56304.0
555,H,297.5,309.4,1368,45.3,129,0,No Failure,11.899999999999977,61970.399999999994
556,M,297.4,309.4,1539,42.2,134,0,No Failure,12.0,64945.8
557,L,297.5,309.4,1357,50.1,137,0,No Failure,11.899999999999977,67985.7
558,M,297.5,309.4,1433,48.3,139,0,No Failure,11.899999999999977,69213.9
559,L,297.5,309.4,1650,34.6,142,0,No Failure,11.899999999999977,57090.0
560,L,297.5,309.4,1503,40.6,144,0,No Failure,11.899999999999977,61021.8
561,L,297.5,309.4,1318,58.2,146,0,No Failure,11.899999999999977,76707.6
562,M,297.5,309.4,1678,34.4,148,0,No Failure,11.899999999999977,57723.2
563,L,297.6,309.5,1574,30.9,151,0,No Failure,11.899999999999977,48636.6
564,L,297.7,309.6,1529,35.2,153,0,No Failure,11.900000000000034,53820.8
565,H,297.6,309.6,1669,32.1,155,0,No Failure,12.0,53574.9
566,H,297.7,309.7,1570,35.8,160,0,No Failure,12.0,56205.99999999999
567,M,297.6,309.7,1541,33.7,165,0,No Failure,12.099999999999966,51931.700000000004
568,M,297.7,309.7,1680,30.2,168,0,No Failure,12.0,50736.0
569,L,297.8,309.7,1935,22.1,171,0,No Failure,11.899999999999977,42763.5
570,M,297.7,309.6,1596,35.2,173,0,No Failure,11.900000000000034,56179.200000000004
571,L,297.7,309.7,1498,41.0,176,0,No Failure,12.0,61418.0
572,M,297.8,309.8,1676,29.0,178,0,No Failure,12.0,48604.0
573,L,297.8,309.9,1351,49.0,181,0,No Failure,12.099999999999966,66199.0
574,L,297.9,309.9,1472,45.0,183,0,No Failure,12.0,66240.0
575,M,297.9,310.0,1439,41.7,185,0,No Failure,12.100000000000023,60006.3
576,M,297.9,309.9,1410,55.4,188,0,No Failure,12.0,78114.0
577,H,297.7,309.7,1440,51.1,191,0,No Failure,12.0,73584.0
578,L,297.7,309.7,1591,37.7,196,0,No Failure,12.0,59980.700000000004
579,L,297.8,309.8,1533,36.8,198,0,No Failure,12.0,56414.399999999994
580,M,297.8,309.7,1700,31.3,200,0,No Failure,11.899999999999977,53210.0
581,M,297.8,309.8,1798,25.5,203,0,No Failure,12.0,45849.0
582,L,297.8,309.7,1394,42.9,206,0,No Failure,11.899999999999977,59802.6
583,L,297.8,309.7,1341,49.2,208,0,No Failure,11.899999999999977,65977.2
584,H,297.7,309.6,1697,32.2,210,0,No Failure,11.900000000000034,54643.4
585,H,297.6,309.6,1419,48.2,215,0,No Failure,12.0,68395.8
586,L,297.6,309.5,2001,20.5,220,0,No Failure,11.899999999999977,41020.5
587,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure,12.0,74749.8
588,H,297.6,309.5,1623,33.1,224,0,No Failure,11.899999999999977,53721.3
589,L,297.6,309.4,1628,33.4,229,0,No Failure,11.799999999999955,54375.2
590,L,297.6,309.4,1491,40.2,231,0,No Failure,11.799999999999955,59938.200000000004
591,L,297.5,309.4,1517,36.7,233,0,No Failure,11.899999999999977,55673.9
592,H,297.5,309.3,1525,41.7,235,0,No Failure,11.800000000000011,63592.50000000001
593,H,297.5,309.5,1668,27.9,240,0,No Failure,12.0,46537.2
594,L,297.5,309.6,1312,50.7,0,0,No Failure,12.100000000000023,66518.40000000001
595,H,297.6,309.6,1278,50.4,2,0,No Failure,12.0,64411.2
596,M,297.6,309.6,1330,53.1,7,0,No Failure,12.0,70623.0
597,M,297.6,309.6,1530,37.3,10,0,No Failure,12.0,57068.99999999999
598,H,297.6,309.6,1428,46.6,13,0,No Failure,12.0,66544.8
599,L,297.7,309.6,1480,47.9,18,0,No Failure,11.900000000000034,70892.0
600,H,297.7,309.7,1616,31.1,20,0,No Failure,12.0,50257.600000000006
601,L,297.8,309.7,1547,37.3,25,0,No Failure,11.899999999999977,57703.1
602,L,297.9,309.7,2194,16.8,27,0,No Failure,11.800000000000011,36859.200000000004
603,L,297.9,309.8,2000,21.3,29,0,No Failure,11.900000000000034,42600.0
604,L,297.9,309.8,1336,71.6,31,1,Power Failure,11.900000000000034,95657.59999999999
605,L,297.9,309.9,1542,33.8,33,0,No Failure,12.0,52119.6
606,M,297.9,309.8,1693,29.9,35,0,No Failure,11.900000000000034,50620.7
607,L,297.9,309.8,1461,50.5,38,0,No Failure,11.900000000000034,73780.5
608,M,298.0,309.9,1565,33.9,40,0,No Failure,11.899999999999977,53053.5
609,L,298.0,309.9,1403,47.7,43,0,No Failure,11.899999999999977,66923.1
610,L,298.1,309.9,1629,32.5,45,0,No Failure,11.799999999999955,52942.5
611,L,298.1,310.0,1534,33.7,47,0,No Failure,11.899999999999977,51695.8
612,L,298.1,310.0,1553,40.9,49,0,No Failure,11.899999999999977,63517.7
613,L,298.1,309.9,1563,32.8,51,0,No Failure,11.799999999999955,51266.399999999994
614,L,298.1,309.9,1634,30.0,53,0,No Failure,11.799999999999955,49020.0
615,M,298.0,309.9,1445,45.2,55,0,No Failure,11.899999999999977,65314.00000000001
616,L,298.1,309.9,1642,30.4,58,0,No Failure,11.799999999999955,49916.799999999996
617,H,298.1,309.9,1686,29.1,60,0,No Failure,11.799999999999955,49062.600000000006
618,M,298.1,310.0,1393,43.1,65,0,No Failure,11.899999999999977,60038.3
619,H,298.2,310.0,1433,44.2,68,0,No Failure,11.800000000000011,63338.600000000006
620,L,298.3,310.0,1507,44.7,73,0,No Failure,11.699999999999989,67362.90000000001
621,M,298.3,310.1,1389,49.6,75,0,No Failure,11.800000000000011,68894.40000000001
622,L,298.3,310.1,1408,45.3,78,0,No Failure,11.800000000000011,63782.399999999994
623,M,298.4,310.2,1725,32.0,80,0,No Failure,11.800000000000011,55200.0
624,L,298.4,310.1,1926,23.7,83,0,No Failure,11.700000000000045,45646.2
